global_index,gene_symbol,ensembl_id,in_vcc_output,vcc_output_index,in_vcc2025,vcc2025_local_index,in_replogle,replogle_local_index,is_replogle_perturbation_target,replogle_perturbed_cell_count
9486,MAGEC1,ENSG00000155495,1,9486,1,17951,1,8192,1,261
9487,LARP1,ENSG00000155506,1,9487,1,5380,1,2470,1,203
9488,CNOT8,ENSG00000155508,1,9488,1,5382,1,2471,1,243
9489,GRIA1,,1,9489,1,5374,0,-1,0,0
9490,LRGUK,,1,9490,1,7128,0,-1,0,0
9491,SETD9,ENSG00000155542,1,9491,1,4896,1,2251,1,208
9492,MIER3,ENSG00000155545,1,9492,1,4897,1,2252,1,158
9493,NUP205,ENSG00000155561,1,9493,1,7141,1,3325,1,774
9494,ZKSCAN2,,1,9494,1,13141,0,-1,1,136
9495,C9orf85,ENSG00000155621,1,9495,1,8121,1,3748,1,243
9496,XAGE2,,1,9496,1,17582,0,-1,0,0
9497,PIK3AP1,,1,9497,1,9042,0,-1,0,0
9498,RBM45,ENSG00000155636,1,9498,1,2656,1,1275,1,261
9499,TTN,,1,9499,1,2662,0,-1,0,0
9500,VSIG4,,1,9500,1,17632,0,-1,0,0
9501,PDIA4,ENSG00000155660,1,9501,1,7222,1,3351,1,127
9502,KDM8,,1,9502,1,13143,0,-1,1,168
9503,PDZD9,,1,9503,1,13113,0,-1,0,0
9504,OTOA,,1,9504,1,13111,0,-1,0,0
9505,KCTD18,,1,9505,1,2736,0,-1,0,0
9506,FAM126B,ENSG00000155744,1,9506,1,2744,1,1323,1,148
9507,FLACC1,,1,9507,1,2749,0,-1,0,0
9508,C2CD6,,1,9508,1,2752,0,-1,0,0
9509,TMEM237,ENSG00000155755,1,9509,1,2753,1,1329,1,299
9510,FZD7,,1,9510,1,2757,0,-1,0,0
9511,SPAG17,,1,9511,1,981,0,-1,0,0
9512,DEPTOR,,1,9512,1,7757,0,-1,0,0
9513,FMN2,,1,9513,1,1804,0,-1,0,0
9514,RNF20,ENSG00000155827,1,9514,1,8254,1,3813,1,99
9515,CYLC2,,1,9515,1,8257,0,-1,0,0
9516,PPARGC1B,ENSG00000155846,1,9516,1,5340,1,2454,1,340
9517,ELMO1,,1,9517,1,6661,0,-1,0,0
9518,SLC26A2,,1,9518,1,5342,0,-1,0,0
9519,LSM11,,1,9519,1,5399,0,-1,1,191
9520,MED7,ENSG00000155868,1,9520,1,5389,1,2474,1,122
9521,SAXO1,,1,9521,1,7958,0,-1,0,0
9522,RRAGA,ENSG00000155876,1,9522,1,7959,1,3688,1,66
9523,SLC24A2,,1,9523,1,7963,0,-1,0,0
9524,TRIM42,,1,9524,1,3751,0,-1,0,0
9525,PXYLP1,,1,9525,1,3754,0,-1,0,0
9526,ADCY8,,1,9526,1,7792,0,-1,0,0
9527,RASA2,ENSG00000155903,1,9527,1,3756,1,1767,1,280
9528,RMND1,ENSG00000155906,1,9528,1,6395,1,2968,1,112
9529,RAET1L,,1,9529,1,6387,0,-1,0,0
9530,SLA,,1,9530,1,7801,0,-1,0,0
9531,TMBIM4,ENSG00000155957,1,9531,1,11066,1,4986,1,160
9532,VBP1,ENSG00000155959,1,9532,1,18048,1,8228,1,249
9533,RAB39B,,1,9533,1,18049,0,-1,0,0
9534,CLIC2,,1,9534,1,18050,0,-1,1,140
9535,AFF2,,1,9535,1,17961,0,-1,0,0
9536,MICU3,,1,9536,1,7353,0,-1,0,0
9537,GRIP1,,1,9537,1,11069,0,-1,0,0
9538,VPS37A,ENSG00000155975,1,9538,1,7356,1,3413,1,304
9539,KIF5A,,1,9539,1,11027,0,-1,0,0
9540,NAT2,,1,9540,1,7365,0,-1,0,0
9541,MAGEA8,,1,9541,1,17968,0,-1,0,0
9542,PSD3,,1,9542,1,7366,0,-1,0,0
9543,CARNMT1,ENSG00000156017,1,9543,1,8129,1,3751,0,0
9544,MCU,ENSG00000156026,1,9544,1,8901,1,4121,1,66
9545,ELMSAN1,ENSG00000156030,1,9545,1,12105,1,5539,1,551
9546,CFAP70,,1,9546,1,8909,0,-1,0,0
9547,GNA14,,1,9547,1,8138,0,-1,0,0
9548,FAM161B,,1,9548,1,12108,0,-1,0,0
9549,GNAQ,ENSG00000156052,1,9549,1,8139,1,3755,1,124
9550,WIF1,,1,9550,1,11061,0,-1,0,0
9551,UGT2B4,,1,9551,1,4284,0,-1,0,0
9552,GPR61,,1,9552,1,892,0,-1,1,238
9553,MMP16,,1,9553,1,7652,0,-1,0,0
9554,ADK,ENSG00000156110,1,9554,1,8926,1,4135,1,219
9555,KCNMA1,,1,9555,1,8935,0,-1,0,0
9556,BATF,,1,9556,1,12134,0,-1,1,235
9557,DCK,ENSG00000156136,1,9557,1,4311,1,2007,1,176
9558,ADAMTS3,,1,9558,1,4315,0,-1,1,135
9559,ALX3,,1,9559,1,903,0,-1,1,129
9560,DPY19L4,ENSG00000156162,1,9560,1,7674,1,3564,1,244
9561,NDUFAF6,ENSG00000156170,1,9561,1,7677,1,3566,1,131
9562,DRAM2,ENSG00000156171,1,9562,1,916,1,461,1,221
9563,C8orf37,,1,9563,1,7680,0,-1,0,0
9564,PPEF2,,1,9564,1,4343,0,-1,0,0
9565,CFAP161,,1,9565,1,12743,0,-1,0,0
9566,ADAMTSL3,,1,9566,1,12762,0,-1,0,0
9567,ART3,,1,9567,1,4347,0,-1,0,0
9568,SLC28A1,,1,9568,1,12769,0,-1,0,0
9569,WHAMM,ENSG00000156232,1,9569,1,12753,1,5844,1,268
9570,CXCL13,,1,9570,1,4360,0,-1,0,0
9571,N6AMT1,ENSG00000156239,1,9571,1,16761,1,7708,1,312
9572,RWDD2B,ENSG00000156253,1,9572,1,16763,1,7710,1,136
9573,USP16,ENSG00000156256,1,9573,1,16764,1,7711,1,194
9574,CCT8,ENSG00000156261,1,9574,1,16765,1,7712,1,79
9575,MAP3K7CL,,1,9575,1,16766,0,-1,0,0
9576,NAA11,,1,9576,1,4366,0,-1,1,228
9577,BACH1,ENSG00000156273,1,9577,1,16767,1,7713,1,192
9578,CLDN17,,1,9578,1,16769,0,-1,0,0
9579,CLDN8,,1,9579,1,16770,0,-1,0,0
9580,TSPAN7,,1,9580,1,17486,0,-1,0,0
9581,TIAM1,,1,9581,1,16803,0,-1,0,0
9582,SCAF4,ENSG00000156304,1,9582,1,16805,1,7715,1,254
9583,RPGR,,1,9583,1,17484,0,-1,1,178
9584,CDK20,,1,9584,1,8168,0,-1,0,0
9585,PCGF6,ENSG00000156374,1,9585,1,9135,1,4221,1,179
9586,ANKRD9,ENSG00000156381,1,9586,1,12272,1,5610,1,142
9587,SFR1,,1,9587,1,9147,0,-1,0,0
9588,SORCS3,,1,9588,1,9153,0,-1,0,0
9589,SFXN2,,1,9589,1,9126,0,-1,1,197
9590,ATP5MPL,ENSG00000156411,1,9590,1,12290,1,5623,1,34
9591,FUT6,,1,9591,1,15088,0,-1,0,0
9592,TDRD9,,1,9592,1,12291,0,-1,0,0
9593,FGF18,,1,9593,1,5440,0,-1,0,0
9594,PCDH1,,1,9594,1,5293,0,-1,0,0
9595,SH3RF2,,1,9595,1,5308,0,-1,0,0
9596,GDF6,,1,9596,1,7681,0,-1,0,0
9597,UQCRB,ENSG00000156467,1,9597,1,7682,1,3568,1,208
9598,MTERF3,ENSG00000156469,1,9598,1,7683,1,3569,0,0
9599,PTDSS1,ENSG00000156471,1,9599,1,7684,1,3570,1,43
9600,PPP2R2B,,1,9600,1,5315,0,-1,0,0
9601,KCNS2,,1,9601,1,7696,0,-1,0,0
9602,FAM122C,,1,9602,1,17913,0,-1,0,0
9603,SUPV3L1,ENSG00000156502,1,9603,1,8865,1,4108,1,154
9604,FAM122B,ENSG00000156504,1,9604,1,17912,1,8181,1,236
9605,FBXO43,,1,9605,1,7701,0,-1,0,0
9606,HKDC1,,1,9606,1,8866,0,-1,0,0
9607,HK1,ENSG00000156515,1,9607,1,8867,1,4109,1,452
9608,TYSND1,,1,9608,1,8875,0,-1,0,0
9609,PHF6,ENSG00000156531,1,9609,1,17909,1,8179,1,72
9610,CD109,,1,9610,1,6093,0,-1,0,0
9611,LRFN2,,1,9611,1,5925,0,-1,0,0
9612,NODAL,,1,9612,1,8881,0,-1,0,0
9613,PRG3,,1,9613,1,9759,0,-1,0,0
9614,UBE2L6,ENSG00000156587,1,9614,1,9766,1,4437,1,156
9615,ZDHHC5,ENSG00000156599,1,9615,1,9769,1,4440,1,286
9616,MED19,ENSG00000156603,1,9616,1,9770,1,4441,1,299
9617,ZFAND3,ENSG00000156639,1,9617,1,5913,1,2753,1,86
9618,NPTN,ENSG00000156642,1,9618,1,12660,1,5793,1,183
9619,KAT6B,ENSG00000156650,1,9619,1,8927,1,4136,1,97
9620,SAMD8,ENSG00000156671,1,9620,1,8930,1,4137,0,0
9621,RAB11FIP1,ENSG00000156675,1,9621,1,7474,1,3464,1,68
9622,UNC5D,,1,9622,1,7467,0,-1,0,0
9623,GLYATL2,,1,9623,1,9791,0,-1,0,0
9624,UTP14A,ENSG00000156697,1,9624,1,17886,1,8171,1,8
9625,AIFM1,ENSG00000156709,1,9625,1,17889,1,8173,1,150
9626,MAPK13,,1,9626,1,5889,0,-1,0,0
9627,BAG4,ENSG00000156735,1,9627,1,7481,1,3469,1,161
9628,MS4A1,,1,9628,1,9825,0,-1,0,0
9629,TBC1D31,ENSG00000156787,1,9629,1,7764,1,3610,1,64
9630,WDYHV1,ENSG00000156795,1,9630,1,7769,1,3615,1,89
9631,ATAD2,ENSG00000156802,1,9631,1,7768,1,3614,1,67
9632,FBXO32,,1,9632,1,7770,0,-1,0,0
9633,NSMCE2,ENSG00000156831,1,9633,1,7784,1,3624,1,332
9634,ZNF689,ENSG00000156853,1,9634,1,13208,1,6106,1,150
9635,PRR14,ENSG00000156858,1,9635,1,13209,1,6107,1,131
9636,FBRS,ENSG00000156860,1,9636,1,13210,1,6108,1,46
9637,FRRS1,ENSG00000156869,1,9637,1,846,1,425,1,170
9638,PHKG2,ENSG00000156873,1,9638,1,13213,1,6110,1,251
9639,MFSD14A,ENSG00000156875,1,9639,1,849,1,428,0,0
9640,SASS6,ENSG00000156876,1,9640,1,850,1,429,1,129
9641,COX6A2,,1,9641,1,13240,0,-1,0,0
9642,ITGAD,,1,9642,1,13239,0,-1,0,0
9643,ADGRG4,,1,9643,1,17931,0,-1,0,0
9644,ZIC3,,1,9644,1,17939,0,-1,1,161
9645,MALSU1,ENSG00000156928,1,9645,1,6589,1,3062,1,131
9646,VPS8,ENSG00000156931,1,9646,1,3937,1,1854,1,266
9647,GALK2,ENSG00000156958,1,9647,1,12502,1,5711,1,136
9648,LHFPL4,,1,9648,1,3048,0,-1,0,0
9649,B3GNT7,,1,9649,1,2928,0,-1,0,0
9650,MPV17L,,1,9650,1,13068,0,-1,0,0
9651,BUB1B,ENSG00000156970,1,9651,1,12394,1,5660,1,234
9652,PDE6D,,1,9652,1,2932,0,-1,1,311
9653,EIF4A2,ENSG00000156976,1,9653,1,3955,1,1861,1,145
9654,BRPF1,ENSG00000156983,1,9654,1,3051,1,1441,1,230
9655,RPUSD3,ENSG00000156990,1,9655,1,3057,1,1446,1,254
9656,SST,,1,9656,1,3962,0,-1,0,0
9657,TATDN2,ENSG00000157014,1,9657,1,3068,1,1453,1,223
9658,GHRL,,1,9658,1,3069,0,-1,0,0
9659,SEC13,ENSG00000157020,1,9659,1,3070,1,1454,1,22
9660,EXOG,ENSG00000157036,1,9660,1,3183,1,1518,1,98
9661,NTAN1,ENSG00000157045,1,9661,1,13067,1,6023,1,256
9662,SHCBP1L,,1,9662,1,1474,0,-1,0,0
9663,NMNAT2,,1,9663,1,1477,0,-1,0,0
9664,ZFYVE9,ENSG00000157077,1,9664,1,631,1,319,1,273
9665,ATP2B2,,1,9665,1,3071,0,-1,0,0
9666,LYZL4,,1,9666,1,3206,0,-1,0,0
9667,SLC6A1,,1,9667,1,3073,0,-1,0,0
9668,SMG1,ENSG00000157106,1,9668,1,13077,1,6031,1,83
9669,FCHO2,ENSG00000157107,1,9669,1,4950,1,2290,0,0
9670,RBPMS,,1,9670,1,7452,0,-1,0,0
9671,TMEM171,,1,9671,1,4951,0,-1,0,0
9672,KLHL40,,1,9672,1,3212,0,-1,0,0
9673,C8A,,1,9673,1,677,0,-1,0,0
9674,TIMP4,,1,9674,1,3079,0,-1,0,0
9675,SYN2,,1,9675,1,3078,0,-1,0,0
9676,NRG1,,1,9676,1,7461,0,-1,0,0
9677,ODR4,ENSG00000157181,1,9677,1,1495,1,699,1,188
9678,CPT2,ENSG00000157184,1,9678,1,645,1,327,1,96
9679,NECAP2,ENSG00000157191,1,9679,1,197,1,91,1,282
9680,LRP8,ENSG00000157193,1,9680,1,648,1,330,1,7
9681,CDCP2,,1,9681,1,659,0,-1,0,0
9682,PAXIP1,ENSG00000157212,1,9682,1,7279,1,3378,1,128
9683,STEAP2,,1,9683,1,6850,0,-1,0,0
9684,SSBP3,ENSG00000157216,1,9684,1,661,1,339,1,261
9685,HTR5A,,1,9685,1,7280,0,-1,0,0
9686,CLDN12,,1,9686,1,6854,0,-1,0,0
9687,MMP14,,1,9687,1,11814,0,-1,0,0
9688,FZD1,,1,9688,1,6856,0,-1,0,0
9689,GATAD1,ENSG00000157259,1,9689,1,6863,1,3193,1,170
9690,SUSD3,,1,9690,1,8194,0,-1,1,257
9691,TMED6,,1,9691,1,13435,0,-1,0,0
9692,CLEC18A,,1,9692,1,13442,0,-1,0,0
9693,DHRS4,ENSG00000157326,1,9693,1,11844,1,5394,1,103
9694,C1orf158,,1,9694,1,150,0,-1,0,0
9695,CLEC18C,,1,9695,1,13444,0,-1,0,0
9696,ARMC12,,1,9696,1,5882,0,-1,0,0
9697,DDX19B,ENSG00000157349,1,9697,1,13447,1,6219,1,722
9698,ST3GAL2,ENSG00000157350,1,9698,1,13449,1,6221,1,354
9699,FCSK,,1,9699,1,13450,0,-1,0,0
9700,IL34,,1,9700,1,13453,0,-1,0,0
9701,DHRS1,ENSG00000157379,1,9701,1,11867,1,5410,1,126
9702,CACNA1D,,1,9702,1,3406,0,-1,0,0
9703,ARSE,,1,9703,1,17354,0,-1,0,0
9704,KIT,ENSG00000157404,1,9704,1,4242,1,1986,1,273
9705,HYDIN,,1,9705,1,13456,0,-1,0,0
9706,AASDH,ENSG00000157426,1,9706,1,4253,1,1992,1,85
9707,ZNF19,,1,9707,1,13461,0,-1,1,189
9708,CACNA2D3,,1,9708,1,3411,0,-1,0,0
9709,RNF111,ENSG00000157450,1,9709,1,12556,1,5735,1,298
9710,CCNB2,ENSG00000157456,1,9710,1,12558,1,5737,1,65
9711,FAM81A,,1,9711,1,12561,0,-1,0,0
9712,MYO1E,,1,9712,1,12559,0,-1,0,0
9713,APPL1,ENSG00000157500,1,9713,1,3420,1,1636,1,117
9714,PWWP3B,,1,9714,1,17788,0,-1,0,0
9715,AFAP1L1,,1,9715,1,5334,0,-1,0,0
9716,TSC22D3,,1,9716,1,17800,0,-1,0,0
9717,VPS26C,ENSG00000157538,1,9717,1,16846,1,7742,1,203
9718,DYRK1A,ENSG00000157540,1,9718,1,16847,1,7743,1,111
9719,KCNJ6,,1,9719,1,16848,0,-1,0,0
9720,KCNJ15,,1,9720,1,16849,0,-1,0,0
9721,ERG,,1,9721,1,16850,0,-1,1,449
9722,ETS2,ENSG00000157557,1,9722,1,16851,1,7746,1,91
9723,TSPAN18,ENSG00000157570,1,9723,1,9646,1,4410,1,216
9724,LCA5L,,1,9724,1,16856,0,-1,0,0
9725,SLC35B2,ENSG00000157593,1,9725,1,5991,1,2792,1,162
9726,TMEM164,ENSG00000157600,1,9726,1,17814,1,8144,1,213
9727,MX1,,1,9727,1,16865,0,-1,0,0
9728,CREB3L1,,1,9728,1,9658,0,-1,1,145
9729,C2CD2,,1,9729,1,16869,0,-1,1,73
9730,TAB3,,1,9730,1,17466,0,-1,1,148
9731,SLC38A10,ENSG00000157637,1,9731,1,14614,1,6760,1,98
9732,C9orf43,,1,9732,1,8320,0,-1,0,0
9733,PALM2-AKAP2,,1,9733,1,8286,0,-1,0,0
9734,ZNF618,,1,9734,1,8322,0,-1,1,183
9735,DGKI,,1,9735,1,7148,0,-1,0,0
9736,TMEM268,,1,9736,1,8331,0,-1,0,0
9737,SVOPL,,1,9737,1,7152,0,-1,0,0
9738,SNX22,,1,9738,1,12584,0,-1,0,0
9739,UBN2,ENSG00000157741,1,9739,1,7159,1,3331,1,258
9740,BRAF,ENSG00000157764,1,9740,1,7173,1,3340,1,161
9741,SLC34A2,,1,9741,1,4158,0,-1,0,0
9742,ACAN,,1,9742,1,12778,0,-1,0,0
9743,PSMG3,ENSG00000157778,1,9743,1,6491,1,3012,1,791
9744,CABP1,,1,9744,1,11347,0,-1,0,0
9745,WDR19,,1,9745,1,4181,0,-1,1,182
9746,SLC37A3,ENSG00000157800,1,9746,1,7168,1,3337,1,227
9747,AP3S2,ENSG00000157823,1,9747,1,12794,1,5862,1,157
9748,FMNL2,,1,9748,1,2542,0,-1,0,0
9749,GAREM2,,1,9749,1,1978,0,-1,0,0
9750,SPPL3,ENSG00000157837,1,9750,1,11351,1,5137,1,128
9751,DPYSL5,,1,9751,1,1990,0,-1,0,0
9752,DRC1,,1,9752,1,1983,0,-1,0,0
9753,RAB28,ENSG00000157869,1,9753,1,4124,1,1934,1,145
9754,PRXL2B,,1,9754,1,55,0,-1,0,0
9755,TNFRSF14,,1,9755,1,54,0,-1,0,0
9756,PANK4,,1,9756,1,52,0,-1,1,324
9757,CIB4,,1,9757,1,1986,0,-1,0,0
9758,MEGF11,,1,9758,1,12612,0,-1,0,0
9759,C12orf43,ENSG00000157895,1,9759,1,11353,1,5138,1,111
9760,PEX10,,1,9760,1,50,0,-1,1,214
9761,RER1,ENSG00000157916,1,9761,1,49,1,30,1,116
9762,RADIL,,1,9762,1,6510,0,-1,0,0
9763,SKI,ENSG00000157933,1,9763,1,48,1,29,1,235
9764,WIPI2,ENSG00000157954,1,9764,1,6514,1,3025,1,100
9765,LDLRAP1,ENSG00000157978,1,9765,1,298,1,134,1,109
9766,AGAP1,ENSG00000157985,1,9766,1,2969,1,1404,1,105
9767,KRTCAP3,,1,9767,1,2016,0,-1,0,0
9768,ANKRD61,,1,9768,1,6525,0,-1,0,0
9769,PAFAH2,,1,9769,1,305,0,-1,0,0
9770,EXTL1,,1,9770,1,306,0,-1,0,0
9771,SLC30A2,,1,9771,1,307,0,-1,0,0
9772,BABAM2,ENSG00000158019,1,9772,1,2027,1,943,1,112
9773,TRIM63,,1,9773,1,308,0,-1,0,0
9774,WDR66,,1,9774,1,11368,0,-1,1,100
9775,DUSP2,,1,9775,1,2331,0,-1,0,0
9776,GRHL3,,1,9776,1,284,0,-1,1,115
9777,UBXN11,,1,9777,1,318,0,-1,1,225
9778,NLRP14,,1,9778,1,9476,0,-1,0,0
9779,PTPDC1,,1,9779,1,8203,0,-1,0,0
9780,GALNT14,,1,9780,1,2042,0,-1,0,0
9781,NCK1,ENSG00000158092,1,9781,1,3727,1,1756,1,241
9782,HPD,,1,9782,1,11366,0,-1,0,0
9783,RHPN1,,1,9783,1,7841,0,-1,1,572
9784,TPRG1L,,1,9784,1,61,0,-1,0,0
9785,LRRC43,,1,9785,1,11371,0,-1,0,0
9786,PRXL2C,ENSG00000158122,1,9786,1,8216,1,3790,1,129
9787,XDH,,1,9787,1,2045,0,-1,0,0
9788,XKR8,,1,9788,1,353,0,-1,0,0
9789,CNNM4,,1,9789,1,2343,0,-1,0,0
9790,EYA3,ENSG00000158161,1,9790,1,354,1,159,1,132
9791,DZIP1L,,1,9791,1,3731,0,-1,0,0
9792,TMSB15A,,1,9792,1,17754,0,-1,0,0
9793,FANCC,ENSG00000158169,1,9793,1,8208,1,3786,0,0
9794,MRAS,,1,9794,1,3736,0,-1,1,177
9795,WASF2,ENSG00000158195,1,9795,1,343,1,152,1,105
9796,ABHD3,ENSG00000158201,1,9796,1,14734,1,6841,1,50
9797,ESYT3,,1,9797,1,3737,0,-1,0,0
9798,FAIM,ENSG00000158234,1,9798,1,3739,1,1760,1,64
9799,TENT5B,,1,9799,1,334,0,-1,0,0
9800,CLSTN2,,1,9800,1,3750,0,-1,0,0
9801,COLEC12,,1,9801,1,14670,0,-1,0,0
9802,RNF207,,1,9802,1,74,0,-1,1,527
9803,CUL4B,ENSG00000158290,1,9803,1,17864,1,8165,1,170
9804,GPR153,,1,9804,1,77,0,-1,0,0
9805,SLC13A3,,1,9805,1,16602,0,-1,1,251
9806,GPRASP2,,1,9806,1,17757,0,-1,0,0
9807,RHBDL2,,1,9807,1,478,0,-1,0,0
9808,AUTS2,,1,9808,1,6768,0,-1,0,0
9809,SHROOM4,,1,9809,1,17574,0,-1,0,0
9810,CDC25C,ENSG00000158402,1,9810,1,5197,1,2412,1,143
9811,MITD1,ENSG00000158411,1,9811,1,2365,1,1134,1,109
9812,EIF5B,ENSG00000158417,1,9812,1,2368,1,1137,1,69
9813,RIBC1,,1,9813,1,17592,0,-1,0,0
9814,TMSB15B,,1,9814,1,17776,0,-1,0,0
9815,CATIP,,1,9815,1,2833,0,-1,0,0
9816,CNOT11,ENSG00000158435,1,9816,1,2377,1,1144,1,199
9817,KCNB1,,1,9817,1,16615,0,-1,0,0
9818,TSPAN33,,1,9818,1,7103,0,-1,0,0
9819,NRG2,,1,9819,1,5219,0,-1,0,0
9820,AHCYL2,,1,9820,1,7105,0,-1,0,0
9821,B4GALT5,ENSG00000158470,1,9821,1,16617,1,7632,1,179
9822,CD1D,,1,9822,1,1254,0,-1,0,0
9823,CD1A,,1,9823,1,1255,0,-1,0,0
9824,SPATA2,,1,9824,1,16619,0,-1,0,0
9825,CD1C,,1,9825,1,1256,0,-1,0,0
9826,FAM86C1,,1,9826,0,-1,0,-1,1,117
9827,CD1B,,1,9827,1,1257,0,-1,0,0
9828,DNAH3,,1,9828,1,13104,0,-1,0,0
9829,CD1E,,1,9829,1,1258,0,-1,0,0
9830,HMHB1,,1,9830,1,5303,0,-1,0,0
9831,CPA2,,1,9831,1,7114,0,-1,0,0
9832,NCF1,,1,9832,0,-1,0,-1,0,0
9833,CPA5,,1,9833,1,7116,0,-1,0,0
9834,TSR2,ENSG00000158526,1,9834,1,17598,1,8076,1,192
9835,PPP1R9A,,1,9835,1,6881,0,-1,0,0
9836,ZC3H18,ENSG00000158545,1,9836,1,13565,1,6274,1,67
9837,ZFAND2B,ENSG00000158552,1,9837,1,2857,1,1370,1,204
9838,POM121L2,,1,9838,1,5688,0,-1,0,0
9839,GDPD5,,1,9839,1,10133,0,-1,1,376
9840,DYNC1I1,,1,9840,1,6887,0,-1,0,0
9841,PFKFB1,,1,9841,1,17604,0,-1,0,0
9842,ALAS2,ENSG00000158578,1,9842,1,17606,1,8080,1,47
9843,TMED4,ENSG00000158604,1,9843,1,6702,1,3114,1,124
9844,PPP1R15B,ENSG00000158615,1,9844,1,1583,1,730,1,316
9845,COPG2,ENSG00000158623,1,9845,1,7120,1,3317,1,274
9846,EMSY,ENSG00000158636,1,9846,1,10142,1,4632,0,0
9847,PAGE5,,1,9847,0,-1,0,-1,1,108
9848,GPAT4,ENSG00000158669,1,9848,1,7502,1,3478,0,0
9849,PKD1L1,,1,9849,1,6717,0,-1,0,0
9850,ZSCAN12,ENSG00000158691,1,9850,1,5709,1,2648,1,163
9851,TAGLN2,ENSG00000158710,1,9851,1,1290,1,611,1,269
9852,ELK4,ENSG00000158711,1,9852,1,1599,1,734,1,120
9853,SLAMF8,,1,9853,1,1286,0,-1,0,0
9854,SLC45A3,,1,9854,1,1600,0,-1,0,0
9855,DUSP23,ENSG00000158716,1,9855,1,1284,1,610,1,229
9856,RNF166,ENSG00000158717,1,9856,1,13570,1,6277,1,434
9857,NBL1,,1,9857,1,224,0,-1,0,0
9858,HTR6,,1,9858,1,225,0,-1,0,0
9859,ITLN2,,1,9859,1,1315,0,-1,0,0
9860,F11R,ENSG00000158769,1,9860,1,1316,1,618,1,241
9861,USF1,,1,9861,1,1318,0,-1,1,161
9862,PLA2G2F,,1,9862,1,233,0,-1,0,0
9863,SPATA2L,,1,9863,1,13589,0,-1,1,217
9864,NIT1,ENSG00000158793,1,9864,1,1323,1,620,1,237
9865,DEDD,ENSG00000158796,1,9865,1,1324,1,621,1,299
9866,ZNF276,ENSG00000158805,1,9866,1,13591,1,6292,1,70
9867,NPM2,,1,9867,1,7377,0,-1,0,0
9868,EDA,,1,9868,1,17642,0,-1,0,0
9869,FGF17,,1,9869,1,7378,0,-1,0,0
9870,VWA5B1,,1,9870,1,236,0,-1,0,0
9871,CDA,,1,9871,1,240,0,-1,0,0
9872,PINK1,,1,9872,1,241,0,-1,1,1745
9873,B4GALT3,ENSG00000158850,1,9873,1,1328,1,624,1,173
9874,DMTN,,1,9874,1,7379,0,-1,1,365
9875,ADAMTS4,,1,9875,1,1329,0,-1,0,0
9876,FAM160B2,,1,9876,1,7380,0,-1,1,346
9877,NDUFS2,ENSG00000158864,1,9877,1,1330,1,625,1,217
9878,SLC5A11,,1,9878,1,13137,0,-1,0,0
9879,FCER1G,ENSG00000158869,1,9879,1,1331,1,626,1,141
9880,APOA2,,1,9880,1,1332,0,-1,0,0
9881,TOMM40L,ENSG00000158882,1,9881,1,1333,1,627,1,123
9882,MPZ,,1,9882,1,1336,0,-1,1,121
9883,WFDC8,,1,9883,1,16573,0,-1,0,0
9884,CCAR2,ENSG00000158941,1,9884,1,7395,1,3426,1,392
9885,WNT9B,,1,9885,1,14265,0,-1,0,0
9886,CACHD1,,1,9886,1,704,0,-1,0,0
9887,CDC42SE2,ENSG00000158985,1,9887,1,5129,1,2378,1,143
9888,RAPGEF6,ENSG00000158987,1,9888,1,5130,1,2379,1,52
9889,EPB41,ENSG00000159023,1,9889,1,368,1,171,1,276
9890,MIS18A,ENSG00000159055,1,9890,1,16807,1,7716,1,194
9891,ALG8,ENSG00000159063,1,9891,1,10159,1,4640,1,139
9892,FBXW5,ENSG00000159069,1,9892,1,8572,1,3965,1,64
9893,CFAP298,ENSG00000159079,1,9893,1,16812,1,7719,1,164
9894,SYNJ1,,1,9894,1,16813,0,-1,0,0
9895,PAXBP1,ENSG00000159086,1,9895,1,16814,1,7720,1,158
9896,IFNAR2,ENSG00000159110,1,9896,1,16817,1,7721,1,183
9897,IFNGR2,ENSG00000159128,1,9897,1,16820,1,7724,1,295
9898,GART,ENSG00000159131,1,9898,1,16823,1,7726,1,29
9899,SON,ENSG00000159140,1,9899,1,16824,1,7727,1,276
9900,DONSON,ENSG00000159147,1,9900,1,16825,1,7728,1,367
9901,SV2A,,1,9901,1,1025,0,-1,0,0
9902,LAD1,,1,9902,1,1540,0,-1,0,0
9903,STC1,,1,9903,1,7411,0,-1,0,0
9904,TNNI1,,1,9904,1,1541,0,-1,0,0
9905,CSRP1,,1,9905,1,1543,0,-1,1,122
9906,PRAC1,,1,9906,1,14298,0,-1,0,0
9907,HOXB13,,1,9907,1,14300,0,-1,1,189
9908,C1QC,,1,9908,1,259,0,-1,0,0
9909,KCNE2,,1,9909,1,16830,0,-1,0,0
9910,ATP5MC1,ENSG00000159199,1,9910,1,14303,1,6597,1,294
9911,RCAN1,ENSG00000159200,1,9911,1,16831,1,7734,1,58
9912,UBE2Z,ENSG00000159202,1,9912,1,14304,1,6598,1,104
9913,CIART,,1,9913,1,1035,0,-1,0,0
9914,SNF8,ENSG00000159210,1,9914,1,14305,1,6599,1,282
9915,CLIC6,,1,9915,1,16832,0,-1,0,0
9916,CCDC24,,1,9916,1,550,0,-1,0,0
9917,RUNX1,ENSG00000159216,1,9917,1,16833,1,7735,1,180
9918,IGF2BP1,ENSG00000159217,1,9918,1,14307,1,6600,1,114
9919,GIP,,1,9919,1,14306,0,-1,0,0
